,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN
1191,4320441,0,2,0.458,213.3045,0.6427085,-142.0407,0.04972147,43.68447,1.41,0.09967431,0.404856,22.09,23.0081,1.568944,"[0.1035, 0.7643, 0.0, 0.0]","[-0.313, 1.11, 0.0, 0.0]","[-0.4293, 1.6023, 0.0, 0.0]","[66.296, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1199.85498,2550.6084,-22.6006603,19.8905582,0.458000004,1740.08,1014.19,0.0,10106.6,0.0,0.0,0.0,1,-23.39102539145789
1192,26999450,0,2,0.954,304.7895,0.3182664,61.49168,0.09444764,-132.304,3.42,-0.3784388,-1.12861,22.19,23.15381,3.260066,"[-1.2965, 0.0768, 0.0, 0.0]","[-2.6284, 0.3283, 0.0, 0.0]","[1.6203, -0.4116, 0.0, 0.0]","[0.0, 647.859, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1632.68591,6233.78418,-23.9088593,21.0188999,0.953999996,1522.69,800.907,0.0,29747.9,0.0,0.0,0.0,1,-26.131281560507308
1193,30038862,0,2,1.0,209.894,0.1379966,109.1456,0.04771638,-99.13787,1.89,0.1063314,-0.01532227,20.85,20.21963,0.8211,"[-0.3151, 0.4623, 0.0, 0.0]","[0.011, -0.2533, 0.0, 0.0]","[-1.7871, 7.5409, 0.0, 0.0]","[24.361, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1651.85449,6607.41797,-22.96488,22.1352787,1.0,1735.9,592.744,0.0,14498.4,0.0,0.0,0.0,1,-25.956600387205363
1194,84731412,0,2,1.65,206.538,0.4395095,88.00746,0.108191,121.5106,3.77,-0.2153532,0.04139642,22.15,23.25653,0.7975829,"[0.1581, -0.4868, 0.0, 0.0]","[-0.0123, 0.457, 0.0, 0.0]","[-0.3609, 2.3486, 0.0, 0.0]","[71.146, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1747.15234,12269.3789,-23.410099,23.6840115,1.64999998,1468.62,497.979,0.0,33415.4,0.0,0.0,0.0,1,-27.119733301126633
1195,24826128,0,2,0.92,246.0368,0.1406464,105.8511,0.02274367,102.3397,3.16,-0.05070653,0.1512691,23.27,21.79747,1.939083,"[-0.3273, 0.4118, 0.0, 0.0]","[1.0931, -0.6996, 0.0, 0.0]","[3.8816, -17.73, 0.0, 0.0]","[0.0, 50.888, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1616.94849,5960.71924,-23.32164,21.4748535,0.920000017,1563.61,817.33,0.0,27059.2,0.0,0.0,0.0,1,-24.811574780096382
1196,47380312,0,2,1.232,271.6439,0.09568727,-177.55,0.03538338,100.526,2.52,-0.2617122,-0.4491355,22.33,23.24481,1.508538,"[-0.5968, 0.1104, 0.0, 0.0]","[-1.1301, 0.2024, 0.0, 0.0]","[2.5037, -0.4306, 0.0, 0.0]","[0.0, 238.657, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1716.87866,8553.18652,-23.8153591,22.077282,1.23199999,1662.12,573.462,0.0,20594.3,0.0,0.0,0.0,1,-25.470735164396423
1197,5789024,0,2,0.512,181.9701,0.1920725,84.10461,0.02867485,121.0842,2.25,-0.1429996,-0.3933942,22.51,22.98897,1.29417,"[-0.2608, 0.0943, 0.0, 0.0]","[-1.0359, 0.2086, 0.0, 0.0]","[2.1514, -0.6433, 0.0, 0.0]","[0.0, 43.971, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1274.92236,2914.65649,-22.2244015,20.6105347,0.512000024,1698.77,1105.63,0.0,17943.3,0.0,0.0,0.0,1,-24.271511615531722
1198,14209210,0,2,0.728,251.1886,0.03607679,124.1299,0.03420887,-138.8871,2.58,0.6456803,-0.1103331,22.63,23.21322,2.084423,"[1.6874, -0.3837, 0.0, 0.0]","[-0.1696, 0.0657, 0.0, 0.0]","[2.6451, -0.5844, 0.0, 0.0]","[0.0, 171.346, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1496.68298,4469.0708,-23.2319984,20.7470894,0.727999985,1653.31,930.884,0.0,21189.5,0.0,0.0,0.0,1,-24.728603529808595
1199,538910,0,2,0.216,237.684,0.2264911,-178.1258,0.06086915,137.7333,2.09,0.3143054,-0.1052418,23.41,22.24822,2.932954,"[1.7177, -0.9414, 0.0, 0.0]","[-0.6035, 0.634, 0.0, 0.0]","[2.9155, -11.924, 0.0, 0.0]","[0.0, 28.116, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",722.457397,1068.26587,-22.7030392,17.6563568,0.216000006,1717.49,1433.18,0.0,16398.8,0.0,0.0,0.0,1,-22.880060352200136
1200,10718530,0,4,0.65,211.8361,0.505768,-42.20617,0.06995346,-67.9609,1.43,-0.1232195,-0.0328781,19.89,18.99721,1.290723,"[0.1529, -0.3367, 0.2997, -0.6357]","[-0.6362, -0.4895, 0.2261, 0.3856]","[3.2637, -2.2757, -0.7741, 2.3134]","[10.33, 13.005, 28.484, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1429.21509,3891.03784,-22.7265396,20.8737869,0.649999976,1741.63,771.179,0.0,10284.2,0.0,0.0,0.0,1,-25.820852545556466
1201,147828917,0,2,2.27,295.1209,0.3243712,-65.75954,0.05172632,141.7193,3.65,-0.1595733,0.1963763,23.61,22.86658,1.115558,"[0.2241, -0.5041, 0.0, 0.0]","[-0.1905, 0.6546, 0.0, 0.0]","[-2.3142, 1.9832, 0.0, 0.0]","[220.573, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1696.28992,18138.2598,-24.8112984,23.7516785,2.26999998,1486.94,294.066,0.0,32151.4,0.0,0.0,0.0,1,-26.19599942291658
1202,1142999,0,2,0.282,229.0868,0.286387,-53.87452,0.03225445,110.0812,1.37,0.08626823,0.4251082,20.35,20.20308,2.166602,"[-0.3058, -0.1572, 0.0, 0.0]","[-0.5732, 1.5883, 0.0, 0.0]","[-1.1449, 2.5885, 0.0, 0.0]","[43.404, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",879.79718,1445.9679,-22.655901,18.4268913,0.282000005,1736.45,1260.54,0.0,9753.47,0.0,0.0,0.0,1,-24.87779576746538
1203,481359,0,2,0.208,176.6038,0.5153576,-166.5948,0.06406309,-61.90156,1.97,-0.2063687,-0.09516173,23.43,22.50025,1.431832,"[-0.9692, 0.2424, 0.0, 0.0]","[-0.2644, 0.4986, 0.0, 0.0]","[2.3545, -2.788, 0.0, 0.0]","[0.0, 10.425, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",701.710144,1023.98029,-21.9178791,18.3415794,0.208000004,1729.3,1443.89,0.0,15254.0,0.0,0.0,0.0,1,-22.69491871426348
1204,9821256,0,2,0.628,221.3095,0.08078422,-53.32645,0.04030169,-145.861,1.15,-0.4211552,0.1121734,21.43,22.97902,1.077028,"[-0.953, 0.1009, 0.0, 0.0]","[0.1978, -0.0242, 0.0, 0.0]","[2.2322, -0.2401, 0.0, 0.0]","[0.0, 78.587, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1407.81848,3731.25952,-22.8248005,20.6624775,0.628000021,1699.18,633.164,0.0,7854.46,0.0,0.0,0.0,1,-23.67358168265926
1205,6853912,0,4,0.546,193.6422,0.1511765,-21.36256,0.0350666,11.92635,1.25,0.04928683,-0.0140385,23.95,21.58883,1.08907,"[0.5909, -0.4114, -0.4968, -0.224]","[-0.1097, -0.278, -0.0551, 0.4184]","[4.6866, -19.3564, 25.7053, -8.7997]","[0.0, 6.556, 6.502, 7.046]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1317.64575,3149.32617,-22.4129791,20.6241093,0.546000004,1720.14,814.766,0.0,8708.21,0.0,0.0,0.0,1,-21.295644471911846
1206,6931073,0,2,0.548,261.2161,0.4097081,-116.7011,0.03768598,-97.9441,2.92,-0.7423644,-0.2628992,21.33,22.07586,2.593035,"[-1.7092, 0.5064, 0.0, 0.0]","[-1.3197, 0.0275, 0.0, 0.0]","[2.0712, -0.5031, 0.0, 0.0]","[0.0, 181.71, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1320.04834,3163.23706,-23.1996765,19.8489838,0.547999978,1601.4,1080.12,0.0,24607.8,0.0,0.0,0.0,1,-26.173363920027086
1207,186883402,0,2,2.64,249.4595,0.26975,-102.6827,0.04410538,-113.6415,3.71,0.1325083,0.124661,22.15,22.93923,0.5400436,"[0.2829, -0.0666, 0.0, 0.0]","[0.3671, -0.0446, 0.0, 0.0]","[1.9255, -0.4834, 0.0, 0.0]","[0.0, 118.34, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1644.39111,21787.5254,-24.6478806,24.683157,2.6400001,1477.69,206.865,0.0,32781.2,0.0,0.0,0.0,1,-28.06812433730105
1208,1099462,0,2,0.278,204.1738,0.3531944,48.81906,0.09123907,-33.3706,1.09,0.3842037,0.5930344,19.27,20.68558,1.612572,"[0.8432, -0.0785, 0.0, 0.0]","[1.1857, -0.1375, 0.0, 0.0]","[2.054, -0.2715, 0.0, 0.0]","[0.0, 50.582, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",870.921021,1422.46143,-22.3508987,18.6923027,0.277999997,1682.81,1150.25,0.0,7350.68,0.0,0.0,0.0,1,-25.339637581255985
1209,6110476,0,2,0.522,235.5049,0.3435278,25.97299,0.0534503,-169.9849,1.17,0.4319595,0.1342579,23.35,22.80202,1.701743,"[-0.3668, 1.2638, 0.0, 0.0]","[-0.0751, 0.4118, 0.0, 0.0]","[-1.6565, 1.8152, 0.0, 0.0]","[87.682, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1287.84375,2983.26978,-22.9083805,19.9870815,0.522000015,1704.0,800.728,0.0,8023.97,0.0,0.0,0.0,1,-21.69394649638109
1210,48502210,0,2,1.246,224.9055,0.3251133,56.70765,0.04532926,140.8698,2.45,-0.1930489,-0.04207958,23.45,23.19701,0.9537972,"[-0.6343, 0.2886, 0.0, 0.0]","[-0.2486, -0.0078, 0.0, 0.0]","[3.1076, -1.2624, 0.0, 0.0]","[0.0, 62.88, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1719.41394,8673.61133,-23.3305798,22.6064205,1.24600005,1672.07,552.702,0.0,19901.8,0.0,0.0,0.0,1,-24.290461837755803
1211,46557277,0,2,1.222,228.5599,0.5334369,66.91315,0.09103991,-56.21606,2.11,-0.3003574,-0.2343892,21.43,23.19715,0.8591592,"[-0.496, 0.0656, 0.0, 0.0]","[-0.6234, 0.0268, 0.0, 0.0]","[1.7872, -0.1964, 0.0, 0.0]","[0.0, 123.543, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1715.01294,8467.50684,-23.3548584,22.5059204,1.222,1715.29,489.97,0.0,16590.5,0.0,0.0,0.0,1,-25.891297374355915
1212,9584685,0,2,0.622,236.0478,0.4907251,-177.9277,0.03978795,148.5859,1.86,0.1946428,0.437711,19.45,20.58859,1.559029,"[-0.0642, 0.9915, 0.0, 0.0]","[-0.3088, 0.8384, 0.0, 0.0]","[-0.3504, 2.5568, 0.0, 0.0]","[93.596, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1401.77246,3687.90039,-22.989418,20.4664783,0.621999979,1738.05,943.057,0.0,14216.6,0.0,0.0,0.0,1,-26.935978700140968
1213,25459387,0,2,0.93,243.2204,0.26343,-72.24358,0.02676378,-32.95165,2.06,0.1123673,-0.146177,24.29,23.15156,1.448177,"[0.5087, -0.4823, 0.0, 0.0]","[-0.7851, 0.2709, 0.0, 0.0]","[2.8535, -4.8384, 0.0, 0.0]","[0.0, 59.272, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1621.72388,6040.75977,-23.2989388,21.5365181,0.930000007,1720.62,697.772,0.0,16111.2,0.0,0.0,0.0,1,-22.675639451482628
1214,1518113,0,2,0.312,272.8978,0.248206,-87.01604,0.03650637,131.3545,2.78,-0.0620455,0.5973902,21.83,20.8114,3.650439,"[-0.4246, 0.0098, 0.0, 0.0]","[2.4085, -1.216, 0.0, 0.0]","[2.5553, -4.2816, 0.0, 0.0]","[0.0, 93.249, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",943.815674,1624.63159,-23.1374397,18.2283344,0.312000006,1623.15,1295.56,0.0,23192.2,0.0,0.0,0.0,1,-25.308709743700955
1215,14796447,0,2,0.74,274.7894,0.5699894,56.99842,0.05799252,-16.30636,2.02,0.146517,-0.4640843,20.11,20.69007,1.982191,"[-0.1283, -0.346, 0.0, 0.0]","[-1.5538, 0.4164, 0.0, 0.0]","[2.3254, -0.5861, 0.0, 0.0]","[0.0, 163.735, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1505.9696,4559.47363,-23.4765587,20.5580158,0.74000001,1724.69,857.009,0.0,15729.9,0.0,0.0,0.0,1,-26.613629818416424
1216,5007315,0,2,0.484,338.8442,0.2724149,112.9876,0.04943192,-156.5212,1.21,-0.3607943,-0.8730821,22.99,23.23731,3.435408,"[-0.8941, 0.4011, 0.0, 0.0]","[-2.5157, 0.6662, 0.0, 0.0]","[2.7086, -0.7963, 0.0, 0.0]","[0.0, 318.444, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1237.17273,2724.5708,-23.8341999,18.8262901,0.483999997,1712.65,881.894,0.0,8364.75,0.0,0.0,0.0,1,-22.106264824960718
1217,3884349,0,2,0.44,231.7395,0.2620596,-135.7098,0.1142102,-103.666,3.55,-0.5603743,-0.6720606,22.43,22.85867,2.687079,"[-1.2383, 0.2525, 0.0, 0.0]","[-1.9451, 0.2905, 0.0, 0.0]","[1.7213, -0.6738, 0.0, 0.0]","[0.0, 143.778, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1172.71057,2431.73267,-22.8045998,19.5649796,0.439999998,1502.39,1131.25,0.0,31103.2,0.0,0.0,0.0,1,-25.474025362884827
1218,4821350,0,2,0.478,161.808,0.2115673,-121.1228,0.06641263,-148.7122,2.59,-0.08501458,0.1358515,23.05,22.87833,0.9472213,"[0.2132, -0.0535, 0.0, 0.0]","[-0.2572, 0.6517, 0.0, 0.0]","[-1.1713, 5.2724, 0.0, 0.0]","[11.639, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1228.74231,2684.16772,-21.8908596,20.7311897,0.477999985,1651.86,1145.99,0.0,21289.3,0.0,0.0,0.0,1,-24.068806894555358
1219,30724171,0,2,1.01,221.3095,0.3835924,171.9881,0.03496854,168.5506,2.6,-0.1208657,0.09116882,23.77,23.20873,1.178227,"[0.1209, -0.797, 0.0, 0.0]","[-0.4501, 0.2886, 0.0, 0.0]","[-1.6769, 2.3866, 0.0, 0.0]","[48.975, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1655.73438,6689.33252,-23.1112995,22.0256138,1.00999999,1650.38,725.933,0.0,21388.9,0.0,0.0,0.0,1,-23.890942240063296
1220,13176078,0,2,0.706,329.6097,0.1573907,-26.62572,0.08598565,10.73954,2.81,0.008403217,-1.106981,21.27,22.07941,3.431691,"[0.0551, 0.0301, 0.0, 0.0]","[-2.7402, 0.6914, 0.0, 0.0]","[4.6705, -0.4745, 0.0, 0.0]","[0.0, 443.916, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1478.89307,4304.22314,-23.9282188,19.9472542,0.70599997,1618.52,956.315,0.0,23494.6,0.0,0.0,0.0,1,-26.290840247381883
1221,49322370,0,2,1.256,220.8005,0.3054938,92.36343,0.03779229,56.50256,1.73,-0.06382362,0.1346604,19.37,19.44891,0.5386226,"[0.0745, -0.1065, 0.0, 0.0]","[-0.0964, 0.4109, 0.0, 0.0]","[-0.9299, 2.1516, 0.0, 0.0]","[47.568, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1721.18042,8760.00977,-23.2897587,22.6787643,1.25600004,1745.01,322.676,0.0,13005.4,0.0,0.0,0.0,1,-27.456618610480014
1222,7766845,0,4,0.574,140.9289,0.3589358,158.157,0.08398769,150.7488,3.42,0.06989142,0.138591,24.37,22.69045,0.6741688,"[-0.0818, 0.4598, -0.1073, 0.1553]","[-0.1758, 0.2045, 0.4889, 0.4553]","[-0.5585, 4.697, 6.3613, -8.0448]","[9.277, 0.0, 0.268, 0.411]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1350.36792,3345.50391,-21.6004601,21.5958462,0.574000001,1522.69,1041.81,0.0,29747.9,0.0,0.0,0.0,1,-23.57128156550731
1223,66591254,0,2,1.456,198.1527,0.2223859,-161.8711,0.07235613,68.92593,2.47,0.01911406,-0.1608414,22.31,22.76377,0.6094983,"[-0.0544, -0.0274, 0.0, 0.0]","[-0.4793, 0.1296, 0.0, 0.0]","[2.7701, -0.6584, 0.0, 0.0]","[0.0, 45.283, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1743.30884,10515.5264,-23.15588,23.4092751,1.45599997,1669.21,435.329,0.0,20098.8,0.0,0.0,0.0,1,-25.661850613088586
1224,15688689,0,2,0.758,255.2701,0.1782762,138.1251,0.07076351,-132.7664,2.63,-0.1297116,0.5777425,22.05,22.28902,2.099592,"[0.0757, -0.2335, 0.0, 0.0]","[-0.4615, 1.6152, 0.0, 0.0]","[-0.8024, 2.8394, 0.0, 0.0]","[163.776, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1519.46082,4695.99121,-23.2967796,20.8198547,0.758000016,1645.89,910.016,0.0,21687.7,0.0,0.0,0.0,1,-25.389067501688203
1225,46173959,0,2,1.218,163.3052,0.4799546,121.0256,0.08606333,-9.59453,3.97,0.143041,-0.1084809,23.35,22.6866,0.8067842,"[0.4746, -0.216, 0.0, 0.0]","[-0.3702, 0.0469, 0.0, 0.0]","[1.8423, -2.2904, 0.0, 0.0]","[0.0, 33.536, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1714.25903,8433.33789,-22.4700184,23.3779793,1.21800005,1438.47,673.431,0.0,35531.5,0.0,0.0,0.0,1,-25.621067760395135
1226,3856227,0,2,0.44,146.8926,0.2589785,-136.0082,0.02766383,-55.87096,3.08,0.1730741,-0.03488156,20.83,20.59811,0.8981793,"[0.6316, -0.2585, 0.0, 0.0]","[-0.02, 0.1002, 0.0, 0.0]","[3.7212, -1.2381, 0.0, 0.0]","[0.0, 10.204, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1172.71057,2431.73267,-21.6086788,20.7609005,0.439999998,1576.27,1162.37,0.0,26239.2,0.0,0.0,0.0,1,-26.704752947081776
1227,2768885,0,2,0.388,274.1574,0.0509885,45.71199,0.05356179,-44.26914,2.65,-0.4981333,0.03978819,23.17,22.25492,3.325089,"[1.1523, -2.1306, 0.0, 0.0]","[-0.0158, 0.5122, 0.0, 0.0]","[-2.3229, 3.919, 0.0, 0.0]","[92.292, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1087.68872,2095.48022,-23.2065201,18.787899,0.388000011,1642.88,1229.26,0.0,21887.3,0.0,0.0,0.0,1,-23.91896096424318
1228,11281969,0,2,0.664,181.134,0.2935769,-160.9773,0.01413402,68.46727,3.99,-0.01586251,-0.1834905,23.27,22.94698,1.195881,"[-0.3767, -0.0518, 0.0, 0.0]","[-0.7289, 0.422, 0.0, 0.0]","[3.8812, -1.3465, 0.0, 0.0]","[0.0, 23.917, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1442.2522,3993.44653,-22.3263187,21.3444214,0.663999975,1435.49,954.551,0.0,35743.8,0.0,0.0,0.0,1,-25.160003582007008
1229,21288950,0,2,0.862,171.3957,0.40021,148.2766,0.03402644,-69.96501,3.26,-0.04614949,0.3662256,21.57,23.24752,0.9569609,"[-0.285, -0.0067, 0.0, 0.0]","[0.825, -0.0906, 0.0, 0.0]","[1.9179, -0.2133, 0.0, 0.0]","[0.0, 53.341, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1586.53235,5500.57764,-22.3298588,22.2341824,0.861999989,1547.87,854.414,0.0,28090.1,0.0,0.0,0.0,1,-26.534766415404984
1230,2520771,0,2,0.376,152.4053,0.07282853,-19.83603,0.04344242,99.75766,1.86,-0.1628175,0.0886379,19.75,19.16789,0.9627642,"[0.2675, -0.5441, 0.0, 0.0]","[-0.1278, 0.3901, 0.0, 0.0]","[-1.7094, 3.2859, 0.0, 0.0]","[10.179, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1066.59631,2019.46765,-21.65732,20.2448635,0.375999987,1738.05,1224.89,0.0,14216.6,0.0,0.0,0.0,1,-26.389978708140966
1231,23730691,0,2,0.902,270.3958,0.525445,-168.5876,0.1259204,176.419,2.64,-0.5071845,-0.217316,22.85,22.68736,2.340516,"[-1.8841, 0.3011, 0.0, 0.0]","[-0.3688, 0.4696, 0.0, 0.0]","[1.5689, -1.1616, 0.0, 0.0]","[0.0, 252.372, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1607.98035,5817.03564,-23.5557804,21.1697292,0.90200001,1644.39,804.177,0.0,21787.5,0.0,0.0,0.0,1,-24.743037010590246
1232,84968038,0,4,1.652,306.1963,0.584317,-99.29968,0.05229113,-65.23972,2.52,-0.162541,-0.01773149,23.89,23.1325,1.24044,"[-0.3727, 0.3243, -0.6262, -0.3361]","[-0.6217, -0.0215, 0.1286, 0.6182]","[2.4322, -0.5185, -2.0091, 2.78]","[0.0, 130.623, 36.86, 20.158]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1747.11951,12287.6729,-24.4444389,22.6549091,1.65199995,1662.12,345.824,0.0,20594.3,0.0,0.0,0.0,1,-24.330735124396423
1233,6972180,0,2,0.55,174.9847,0.1362785,-90.39499,0.07799216,31.8564,2.12,-0.2791447,0.00926778,21.33,21.51414,1.124701,"[-0.851, 0.2669, 0.0, 0.0]","[-0.1472, -0.0237, 0.0, 0.0]","[2.9045, -0.844, 0.0, 0.0]","[0.0, 28.736, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1322.44678,3177.17822,-22.1502209,20.9099865,0.550000012,1714.19,1057.21,0.0,16686.6,0.0,0.0,0.0,1,-25.331839289266323
1234,13175455,0,4,0.706,258.226,0.7608787,-123.7081,0.1222778,115.5088,3.16,0.1907688,-0.3717565,23.69,23.11012,2.787455,"[-0.1067, 1.281, -0.5246, 1.1806]","[-1.9321, -0.3666, 0.396, 0.5403]","[1.7059, -2.2015, -0.3172, 3.8059]","[0.0, 95.542, 174.451, 90.48]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1478.89307,4304.22314,-23.2879791,20.5874939,0.70599997,1563.61,957.126,0.0,27059.2,0.0,0.0,0.0,1,-24.17757473309638
1235,155795962,0,2,2.346,266.0725,0.2764391,157.4565,0.07055603,170.3126,3.26,0.1864131,0.02167612,22.83,23.05264,0.654156,"[-0.1187, 0.5352, 0.0, 0.0]","[-0.0399, -0.0216, 0.0, 0.0]","[-0.8146, 1.8773, 0.0, 0.0]","[136.163, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1686.3446,18879.834,-24.5964985,24.1294918,2.34599996,1547.87,223.338,0.0,28090.1,0.0,0.0,0.0,1,-26.758766386404986
1236,45257147,0,2,1.206,192.3092,0.1679973,-65.60541,0.06648292,76.4937,2.62,0.03485147,0.3515732,20.23,22.04923,0.8686905,"[0.0699, -0.009, 0.0, 0.0]","[0.8091, -0.056, 0.0, 0.0]","[1.7965, -0.1872, 0.0, 0.0]","[0.0, 86.755, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1711.81763,8330.4502,-22.8898582,22.9194832,1.20599997,1647.4,604.231,0.0,21588.2,0.0,0.0,0.0,1,-27.647082134275042
1237,1804575,0,2,0.332,264.2409,0.4669844,-146.4438,0.0387238,-118.6833,3.17,0.4959859,0.5048137,22.41,21.73191,3.510804,"[-0.31, 1.8687, 0.0, 0.0]","[-1.016, 1.737, 0.0, 0.0]","[-3.3115, 1.8674, 0.0, 0.0]","[116.784, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",984.123657,1746.05591,-23.0678787,18.4744129,0.331999987,1562.05,1247.7,0.0,27162.3,0.0,0.0,0.0,1,-25.09183269483183
1238,76780846,0,4,1.566,247.1724,0.3469356,-37.7777,0.1325405,142.3871,2.29,0.06820289,0.05111182,23.63,22.66077,0.8051511,"[-0.1457, 0.445, -0.1719, 0.1642]","[-0.157, -0.1403, 0.3771, 0.3199]","[-0.7556, 2.4417, 3.3576, -2.774]","[45.293, 0.0, 11.566, 15.869]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1747.20947,11504.249,-23.8182182,23.0520725,1.56599998,1693.71,330.992,0.0,18332.9,0.0,0.0,0.0,1,-24.252155827554827
1239,3040616,0,2,0.402,200.9093,0.1363164,49.80362,0.06101499,-11.30948,2.72,-0.08660068,-0.3624617,21.27,21.09454,1.673592,"[-0.4317, 0.0688, 0.0, 0.0]","[-1.1149, 0.4821, 0.0, 0.0]","[3.7942, -1.1754, 0.0, 0.0]","[0.0, 36.018, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1111.57385,2184.91382,-22.4016209,19.6975517,0.40200001,1632.3,1213.37,0.0,22588.4,0.0,0.0,0.0,1,-25.901427358541547
