,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN
257,13257755,0,4,0.708,239.8833,0.4095117,164.6338,0.06780732,113.9203,1.41,-0.1012359,-0.0879165,24.05,22.68658,1.238243,"[-0.0405, -0.7813, 0.249, 0.2212]","[-0.7339, 0.013, 0.4074, -0.7138]","[-8.9101, 3.5105, -1.291, 9.3402]","[10.301, 0.0, 35.086, 10.062]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1480.55872,4319.18018,-23.0962009,20.788805,0.708000004,1740.08,690.788,0.0,10106.6,0.0,0.0,0.0,1,-21.68102539145789
258,11048638,0,2,0.658,247.7422,0.1805913,124.7912,0.03414048,-152.2141,1.74,0.1644634,0.02901496,23.97,22.62999,1.796633,"[-0.6986, 1.0803, 0.0, 0.0]","[-0.2384, 0.0134, 0.0, 0.0]","[-3.4356, 6.5545, 0.0, 0.0]","[39.954, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1436.7074,3949.45679,-23.143261,20.4974251,0.657999992,1744.62,875.258,0.0,13097.9,0.0,0.0,0.0,1,-22.27400834374427
259,800268,0,2,0.248,251.7677,0.3284475,-134.1011,0.08282255,7.784028,3.28,0.2348179,0.5605722,23.19,22.86779,3.022435,"[-0.0167, 1.5071, 0.0, 0.0]","[-0.9273, 1.6829, 0.0, 0.0]","[-1.3455, 2.3222, 0.0, 0.0]","[65.993, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",801.717834,1248.67883,-22.8780403,17.8522129,0.247999996,1544.71,1310.94,0.0,28296.6,0.0,0.0,0.0,1,-24.3166712743377
260,15394462,0,2,0.752,335.7376,0.4335002,121.6544,0.04124892,161.5908,2.6,0.5045079,0.2007863,22.41,22.65377,3.227933,"[2.2709, -0.9547, 0.0, 0.0]","[-0.6649, -0.5422, 0.0, 0.0]","[3.1216, -0.7989, 0.0, 0.0]","[0.0, 272.695, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1515.04102,4650.42432,-24.0110397,20.0784245,0.751999974,1650.38,913.065,0.0,21388.9,0.0,0.0,0.0,1,-24.992942224063295
261,585021,0,2,0.222,232.8091,0.4211292,-96.13339,0.04557619,-104.5132,1.78,0.2370086,-1.073655,20.31,21.54205,2.80315,"[0.2126, -0.097, 0.0, 0.0]","[-2.548, 0.238, 0.0, 0.0]","[1.6097, -0.3215, 0.0, 0.0]","[0.0, 94.101, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",737.766663,1101.69519,-22.6531792,17.779129,0.222000003,1742.86,1418.56,0.0,13469.5,0.0,0.0,0.0,1,-25.55875737609479
262,28173950,0,2,0.972,228.0342,0.4994961,-130.1071,0.04207748,-106.6976,2.95,0.4934378,0.1597136,21.89,22.79978,1.513982,"[1.1064, -0.2295, 0.0, 0.0]","[0.7182, 0.0058, 0.0, 0.0]","[1.7304, -0.4326, 0.0, 0.0]","[0.0, 152.231, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1640.49463,6379.5293,-23.1613197,21.8346233,0.972000003,1596.73,777.727,0.0,24913.0,0.0,0.0,0.0,1,-26.06413014309052
263,11454490,0,2,0.668,162.9296,0.2732593,-73.96863,0.05253657,117.8024,1.77,0.1332494,-0.2019928,22.91,22.86418,0.8512787,"[0.3325, -0.113, 0.0, 0.0]","[-0.598, 0.1274, 0.0, 0.0]","[1.8882, -1.0431, 0.0, 0.0]","[0.0, 27.344, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1445.91333,4022.85474,-22.0514793,21.6391926,0.667999983,1743.38,872.701,0.0,13376.8,0.0,0.0,0.0,1,-23.389761152342874
264,23601028,0,2,0.9,252.3481,0.369785,-15.65044,0.0390187,-16.8444,2.71,0.5915373,-0.4861247,21.51,22.71273,1.993552,"[1.5317, -0.1313, 0.0, 0.0]","[-0.9477, 0.1517, 0.0, 0.0]","[1.6931, -0.3303, 0.0, 0.0]","[0.0, 260.552, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1606.96606,5801.14746,-23.3730774,21.344492,0.899999976,1633.8,810.83,0.0,22487.8,0.0,0.0,0.0,1,-26.149734826634187
265,849493,0,2,0.254,188.3649,0.1889941,-23.44123,0.0526535,52.98912,1.83,-0.3485825,0.1243353,23.19,22.79621,1.624545,"[0.4263, -1.1278, 0.0, 0.0]","[-0.1626, 0.3106, 0.0, 0.0]","[-1.4372, 2.9513, 0.0, 0.0]","[21.169, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",815.944946,1283.08643,-22.1215,18.6737785,0.254000008,1740.0,1378.44,0.0,13935.5,0.0,0.0,0.0,1,-22.784612786179995
266,727021,0,2,0.24,233.3458,0.04934828,-145.7689,0.03126785,173.2097,2.49,-0.1571575,0.3602677,22.91,22.20418,2.590074,"[0.3328, -0.8609, 0.0, 0.0]","[-0.8437, 1.4549, 0.0, 0.0]","[-1.9157, 5.3091, 0.0, 0.0]","[32.437, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",782.448914,1203.09338,-22.67272,17.9687767,0.239999995,1666.35,1388.34,0.0,20296.3,0.0,0.0,0.0,1,-23.867084362880966
267,456202,0,2,0.204,187.4995,0.3430773,33.10741,0.07287845,47.77085,2.02,-0.1084552,0.2626355,22.21,22.52583,1.510926,"[0.2396, 0.3234, 0.0, 0.0]","[-0.4185, 1.0901, 0.0, 0.0]","[-0.7476, 3.1045, 0.0, 0.0]","[13.324, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",691.194031,1001.96594,-22.0719185,18.1363468,0.203999996,1724.69,1449.13,0.0,15729.9,0.0,0.0,0.0,1,-23.977629804416424
268,34354767,0,2,1.062,204.6445,0.07130679,-23.75466,0.05511734,-85.1662,3.24,0.3226586,0.3303951,21.65,23.17531,1.164853,"[0.6444, -0.0834, 0.0, 0.0]","[0.823, -0.0865, 0.0, 0.0]","[2.3932, -0.2454, 0.0, 0.0]","[0.0, 106.943, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1674.04858,7117.79346,-22.9449406,22.3787861,1.06200004,1550.99,736.87,0.0,27883.1,0.0,0.0,0.0,1,-26.63870532150049
269,43861525,0,2,1.188,239.8833,0.435354,175.7838,0.07995815,-50.54921,2.66,0.2827879,0.05209213,23.15,22.77418,1.270092,"[-0.2982, 0.966, 0.0, 0.0]","[-0.203, -0.0808, 0.0, 0.0]","[-1.4136, 2.0452, 0.0, 0.0]","[108.629, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1708.00354,8176.7998,-23.4562016,22.294714,1.18799996,1641.38,620.309,0.0,21987.3,0.0,0.0,0.0,1,-24.748859470356827
270,308905,0,2,0.178,191.4256,0.2971446,-147.4247,0.04404994,-14.31536,2.14,-0.1621742,-0.05888191,24.13,22.92833,1.844792,"[-1.091, 0.7516, 0.0, 0.0]","[-0.3786, -0.2887, 0.0, 0.0]","[3.0246, -8.0985, 0.0, 0.0]","[0.0, 7.949, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",620.407715,860.92981,-22.1067791,17.7460594,0.178000003,1711.93,1479.18,0.0,16878.9,0.0,0.0,0.0,1,-22.184720703933838
271,16807809,0,2,0.78,275.4229,0.388488,-42.97773,0.04766348,4.519694,4.89,-0.2067071,0.2462178,21.83,20.80382,2.679283,"[-0.0516, -1.4408, 0.0, 0.0]","[-1.1212, 1.1698, 0.0, 0.0]","[-3.0827, 2.5732, 0.0, 0.0]","[122.792, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1535.1261,4863.89355,-23.5125999,20.702322,0.779999971,1310.0,846.075,0.0,45446.7,0.0,0.0,0.0,1,-27.237511738402464
272,44478273,0,2,1.196,224.9055,0.5348776,10.81271,0.07616446,-64.7621,2.77,-0.2740038,-0.00296964,24.01,23.25147,1.218094,"[0.3423, -0.8723, 0.0, 0.0]","[-0.0833, 0.0089, 0.0, 0.0]","[-3.7112, 2.011, 0.0, 0.0]","[89.262, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1709.74475,8245.10156,-23.2930794,22.4839001,1.19599998,1624.72,628.807,0.0,23092.0,0.0,0.0,0.0,1,-24.003307724132966
273,5174697,0,2,0.49,237.1374,0.1295192,-4.214973,0.1367758,161.3924,2.03,0.4785107,-0.6086598,22.07,23.10945,2.324723,"[1.6498, -0.1549, 0.0, 0.0]","[-1.215, 0.2504, 0.0, 0.0]","[1.8702, -0.3839, 0.0, 0.0]","[0.0, 143.11, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1245.45239,2765.02905,-22.9025002,19.7959976,0.49000001,1723.68,1111.23,0.0,15824.9,0.0,0.0,0.0,1,-24.41670488161903
274,16789473,0,2,0.78,205.5891,0.2046573,-100.6625,0.02931784,-149.9416,2.4,-0.2779038,-0.1450527,23.19,23.17533,1.311135,"[-0.8037, 0.3161, 0.0, 0.0]","[-0.5741, 0.1079, 0.0, 0.0]","[2.6905, -1.0136, 0.0, 0.0]","[0.0, 60.086, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1535.1261,4863.89355,-22.7455177,21.4694042,0.779999971,1678.98,875.293,0.0,19409.0,0.0,0.0,0.0,1,-24.030015771159306
275,20981575,0,2,0.856,266.0725,0.4031083,43.26944,0.03077274,-15.78391,2.54,0.06167626,-0.6435385,21.95,22.93593,1.948224,"[-0.2275, -0.1055, 0.0, 0.0]","[-1.6185, 0.3259, 0.0, 0.0]","[2.4487, -0.4033, 0.0, 0.0]","[0.0, 211.635, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1583.11975,5453.42969,-23.4789982,21.0603523,0.856000006,1659.21,829.185,0.0,20792.6,0.0,0.0,0.0,1,-25.495544000288902
276,1237188,0,2,0.29,222.331,0.007277551,-136.4729,0.02993329,-167.1195,3.48,0.688068,0.3084817,22.25,22.72509,2.461373,"[-0.4142, 1.8505, 0.0, 0.0]","[-0.188, 0.7761, 0.0, 0.0]","[-0.6456, 2.3708, 0.0, 0.0]","[70.637, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",897.297363,1493.19238,-22.5833797,18.5771999,0.289999992,1513.27,1254.89,0.0,30371.9,0.0,0.0,0.0,1,-25.452359798431125
277,52816749,0,4,1.298,226.9865,0.4397108,-140.3191,0.06474603,-120.1802,1.99,0.01113448,-0.07887721,22.73,21.81506,0.7278631,"[-0.214, -0.1257, 0.3293, 0.3573]","[-0.4161, 0.1985, -0.1203, 0.0349]","[2.3226, -0.9317, -6.1704, 7.2542]","[0.0, 34.685, 17.509, 17.224]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1727.72363,9123.76855,-23.3937378,22.7051334,1.29799998,1727.45,399.585,0.0,15443.6,0.0,0.0,0.0,1,-24.51174270284007
278,71516670,0,2,1.51,199.0673,0.243595,-153.6415,0.0469275,109.2267,3.54,0.2864329,0.1061069,21.87,22.65901,0.834216,"[0.6577, -0.1188, 0.0, 0.0]","[0.2651, -0.0398, 0.0, 0.0]","[2.1846, -0.4835, 0.0, 0.0]","[0.0, 85.818, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1745.89844,10999.335,-23.2084579,23.5083752,1.50999999,1504.01,538.769,0.0,31000.1,0.0,0.0,0.0,1,-27.09681546390977
279,58959238,0,3,1.37,220.8005,0.7860447,-14.51703,0.06015076,25.72002,4.01,-0.1621489,-0.4918961,22.17,21.55431,1.282892,"[-0.0953, 0.2839, -0.9606, 0.0]","[-0.9878, -0.9448, -0.6333, 0.0]","[-2.3493, 3.4162, 1.7631, 0.0]","[31.154, 28.934, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1736.44653,9753.44531,-23.3752594,22.9405327,1.37,1432.53,611.101,0.0,35956.6,0.0,0.0,0.0,1,-26.978893093969912
280,56536555,0,2,1.342,210.8628,0.4136833,112.6401,0.03830971,142.6621,2.5,0.09506213,-0.1557757,23.53,22.81538,0.875098,"[0.3237, -0.1734, 0.0, 0.0]","[-0.5376, 0.1826, 0.0, 0.0]","[1.9313, -4.285, 0.0, 0.0]","[0.0, 59.058, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1733.44312,9507.87305,-23.2334595,22.9989586,1.34200001,1664.95,505.028,0.0,20395.6,0.0,0.0,0.0,1,-24.359682439818954
281,769537,0,2,0.246,143.5489,0.3828052,37.35,0.02590187,17.4079,1.37,0.07369334,-0.1447799,22.91,23.26788,0.7926442,"[-0.0325, -0.1302, 0.0, 0.0]","[-0.5758, 0.2108, 0.0, 0.0]","[4.8685, -0.7192, 0.0, 0.0]","[0.0, 4.922, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",796.935608,1237.25537,-21.4027786,19.3055191,0.246000007,1736.45,1317.47,0.0,9753.47,0.0,0.0,0.0,1,-22.28179576946538
282,15869521,0,2,0.762,216.2719,0.4511627,-142.5859,0.04419092,144.8064,3.26,0.3502735,0.575908,21.27,22.47899,1.64853,"[0.9041, -0.061, 0.0, 0.0]","[1.1718, -0.1647, 0.0, 0.0]","[1.7992, -0.3284, 0.0, 0.0]","[0.0, 139.485, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1522.35889,4726.38281,-22.8649006,21.269743,0.762000024,1547.87,918.2,0.0,28090.1,0.0,0.0,0.0,1,-26.734766450404983
283,7887510,0,2,0.576,269.7739,0.3334269,-77.01273,0.1263174,-23.39457,1.99,-0.1610242,0.5442364,21.53,20.90261,2.600881,"[0.0545, -0.9996, 0.0, 0.0]","[-0.7147, 1.663, 0.0, 0.0]","[-1.7822, 2.1637, 0.0, 0.0]","[151.558, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1352.62744,3359.62329,-23.3052387,19.9022141,0.575999975,1727.45,1014.49,0.0,15443.6,0.0,0.0,0.0,1,-24.989742697840068
284,1121203,0,2,0.28,202.7683,0.1963738,-79.75346,0.05657852,173.3357,2.07,-0.02703087,-0.3890478,22.15,21.70717,1.836346,"[0.0436, 0.0923, 0.0, 0.0]","[-1.293, 0.5427, 0.0, 0.0]","[3.2986, -1.5036, 0.0, 0.0]","[0.0, 27.979, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",875.365601,1434.19885,-22.33428,18.7287674,0.280000001,1719.56,1354.59,0.0,16206.7,0.0,0.0,0.0,1,-24.178472966145957
285,37530054,0,2,1.106,162.181,0.1220655,91.26302,0.0431497,104.7228,3.01,-0.0422128,-0.04820646,23.01,21.91943,0.6432602,"[-0.1282, 0.23, 0.0, 0.0]","[-0.3952, 0.1391, 0.0, 0.0]","[4.3993, -2.7304, 0.0, 0.0]","[0.0, 10.441, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1687.45361,7484.25439,-22.3678989,23.1088448,1.10599995,1587.31,701.078,0.0,25524.1,0.0,0.0,0.0,1,-25.130752137306054
286,418129,0,2,0.198,178.2379,0.4252722,13.97695,0.03845092,-27.15576,0.45,0.1415007,-0.02349602,22.65,21.81563,0.9664196,"[0.6815, -0.2416, 0.0, 0.0]","[-0.0184, 0.2677, 0.0, 0.0]","[2.2352, -2.1565, 0.0, 0.0]","[0.0, 6.793, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",675.234192,969.098755,-21.9345417,18.1952991,0.197999999,1187.93,630.042,0.0,2497.62,0.0,0.0,0.0,1,-19.535631815994304
287,35511394,0,2,1.078,196.7886,0.2332273,-22.52281,0.08660065,130.4297,3.11,0.08471777,-0.2036637,22.79,22.49508,1.096643,"[0.4803, -0.0292, 0.0, 0.0]","[-0.6633, 0.3078, 0.0, 0.0]","[2.2394, -1.3121, 0.0, 0.0]","[0.0, 54.152, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1679.11487,7250.55957,-22.8542595,22.5255966,1.07799995,1571.54,722.589,0.0,26546.6,0.0,0.0,0.0,1,-25.40804447995118
288,9107510,0,2,0.61,173.3804,0.3655565,-154.7834,0.03186262,-105.4399,1.1,-0.1107272,0.1035091,20.81,21.36806,0.5889032,"[0.0938, -0.4018, 0.0, 0.0]","[-0.1159, 0.2022, 0.0, 0.0]","[-0.5981, 4.0298, 0.0, 0.0]","[15.388, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1389.46313,3601.62744,-22.1710606,21.2214336,0.610000014,1685.75,620.493,0.0,7434.16,0.0,0.0,0.0,1,-24.156159533317332
289,5286561,0,2,0.494,322.8494,0.3158413,137.9336,0.03321951,-76.35441,2.31,0.6563336,-0.02823798,23.45,23.10227,3.790306,"[2.4934, -1.2387, 0.0, 0.0]","[-1.0573, -0.3956, 0.0, 0.0]","[2.8432, -1.3775, 0.0, 0.0]","[0.0, 216.557, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1250.92871,2792.11768,-23.7148609,19.0088081,0.493999988,1691.08,1126.46,0.0,18527.6,0.0,0.0,0.0,1,-23.38309581792907
290,20613231,0,2,0.85,195.8845,0.1293495,-67.6137,0.03675636,-22.47322,2.09,-0.04811379,-0.001563401,22.41,20.70896,0.9419748,"[0.4184, -0.521, 0.0, 0.0]","[0.1711, 0.2407, 0.0, 0.0]","[-4.7909, 6.5774, 0.0, 0.0]","[10.048, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1579.6582,5406.38037,-22.6711807,21.8433533,0.850000024,1717.49,771.739,0.0,16398.8,0.0,0.0,0.0,1,-24.514060370200134
291,10888964,0,2,0.654,288.4032,0.2255929,15.29254,0.02524797,-38.07419,1.26,-0.462512,-0.5067434,20.83,21.79091,1.892393,"[-1.22, 0.1614, 0.0, 0.0]","[-1.0707, 0.2227, 0.0, 0.0]","[2.2421, -0.4127, 0.0, 0.0]","[0.0, 216.433, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1432.98291,3920.23462,-23.5389004,20.0816593,0.653999984,1721.88,673.134,0.0,8794.67,0.0,0.0,0.0,1,-24.545097724929985
292,50334579,0,2,1.268,291.7427,0.35057,-158.1265,0.04881586,-165.5581,2.94,0.3953792,-0.04457304,23.55,23.16622,1.946399,"[-0.4899, 1.4517, 0.0, 0.0]","[0.2875, 0.1509, 0.0, 0.0]","[-1.424, 2.0735, 0.0, 0.0]","[241.471, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1723.17419,8863.70508,-24.0295982,21.9764786,1.26800001,1598.27,606.349,0.0,24810.9,0.0,0.0,0.0,1,-24.691212601603784
293,4645668,0,2,0.472,131.5225,0.2638931,153.6153,0.06686752,26.93294,3.3,-0.1722114,0.07283176,23.51,23.06321,0.7654365,"[0.1739, -0.5533, 0.0, 0.0]","[-0.0884, 0.1505, 0.0, 0.0]","[-1.5091, 2.2646, 0.0, 0.0]","[9.677, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1220.21741,2643.94751,-21.342762,21.2405033,0.472000003,1541.53,1123.82,0.0,28502.9,0.0,0.0,0.0,1,-24.23644524864332
294,11141059,0,2,0.66,254.683,0.5425572,174.1584,0.08275047,-38.6455,1.96,0.7618797,0.26728,20.91,22.09609,2.130581,"[1.9223, -0.1927, 0.0, 0.0]","[0.1068, -0.1504, 0.0, 0.0]","[1.6063, -0.3354, 0.0, 0.0]","[0.0, 220.346, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1438.56689,3964.11548,-23.2172394,20.4334908,0.660000026,1730.18,923.411,0.0,15159.1,0.0,0.0,0.0,1,-25.65336711538374
295,36695269,0,2,1.094,244.9063,0.196595,-175.7748,0.09404298,78.50364,2.04,0.1297927,0.3028043,22.15,22.34098,1.23869,"[-0.0832, 0.3845, 0.0, 0.0]","[-0.2451, 0.9019, 0.0, 0.0]","[-0.8387, 2.3795, 0.0, 0.0]","[120.726, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1683.97375,7383.94775,-23.4400597,21.9953823,1.09399998,1722.69,562.738,0.0,15920.4,0.0,0.0,0.0,1,-24.953769855931128
296,4218600,0,2,0.454,212.3244,0.1361276,174.1541,0.07316291,61.95079,1.64,0.1141766,-0.06886119,23.63,22.33936,1.527212,"[-0.5102, 0.8937, 0.0, 0.0]","[0.4126, -0.1886, 0.0, 0.0]","[-3.2829, 9.8837, 0.0, 0.0]","[16.165, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1193.91089,2524.06616,-22.5855789,19.8789253,0.453999996,1747.31,1089.76,0.0,12178.1,0.0,0.0,0.0,1,-22.251897675627948
297,72297512,0,2,1.518,298.5383,0.3902315,-103.4976,0.0268043,-76.10514,2.28,-0.08731781,0.3647043,22.45,22.90526,1.164641,"[-0.1119, 0.0889, 0.0, 0.0]","[0.9725, -0.1747, 0.0, 0.0]","[1.8167, -0.6575, 0.0, 0.0]","[0.0, 258.453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1746.1593,11071.2158,-24.2775002,22.4614754,1.51800001,1694.98,354.485,0.0,18235.3,0.0,0.0,0.0,1,-25.372564572754857
298,19262440,0,3,0.826,204.6445,0.8252163,-167.1701,0.05872534,-111.1521,2.17,-0.2589038,0.6288812,23.29,22.54587,1.115775,"[-0.8788, -0.1715, 0.1694, 0.0]","[0.7949, 1.1557, 1.1773, 0.0]","[1.9845, -2.2371, 3.0532, 0.0]","[0.0, 11.717, 10.39, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1565.24414,5218.95557,-22.7679405,21.645977,0.825999975,1708.49,806.87,0.0,17168.4,0.0,0.0,0.0,1,-23.709649091005776
299,19064447,0,4,0.822,233.8837,0.3856827,-156.2631,0.04266091,148.3167,1.6,-0.09695378,-0.04679306,23.19,21.7259,1.265261,"[-0.7074, 0.5429, 0.1203, 0.4516]","[-0.2298, -0.0358, 0.4855, -0.3077]","[2.8291, 11.9402, -3.8516, -8.2547]","[0.0, 27.91, 31.046, 28.223]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1562.78064,5187.93848,-23.1152611,21.2817135,0.822000027,1747.53,652.378,0.0,11813.3,0.0,0.0,0.0,1,-22.99385619228862
300,6293923,0,2,0.528,299.2265,0.1221461,116.9274,0.04595876,63.18233,2.6,0.5081991,0.3546585,23.57,23.09691,3.511359,"[-0.9696, 1.7028, 0.0, 0.0]","[-0.5554, 1.7223, 0.0, 0.0]","[-1.5461, 3.7815, 0.0, 0.0]","[179.094, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1295.44543,3024.58545,-23.5410385,19.3902912,0.527999997,1650.38,1100.54,0.0,21388.9,0.0,0.0,0.0,1,-23.608942247063293
301,34078470,0,2,1.058,243.7811,0.392165,113.6576,0.05407196,-161.1439,2.51,0.1800152,-0.2974072,22.25,21.49152,1.462895,"[0.545, -0.2388, 0.0, 0.0]","[-0.9131, 0.3221, 0.0, 0.0]","[2.289, -2.0109, 0.0, 0.0]","[0.0, 117.025, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1672.71643,7084.56348,-23.4009781,21.9085884,1.05799997,1663.55,682.791,0.0,20495.1,0.0,0.0,0.0,1,-25.366250178369274
302,5983027,0,2,0.518,269.7739,0.2702252,112.8766,0.1157681,101.3425,1.11,0.3094009,-0.4809519,22.67,22.39016,2.20355,"[0.7117, -0.3219, 0.0, 0.0]","[-1.6136, 0.3325, 0.0, 0.0]","[1.767, -1.294, 0.0, 0.0]","[0.0, 150.857, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1282.70496,2955.76782,-23.2617397,19.6096115,0.518000007,1688.59,765.771,0.0,7517.77,0.0,0.0,0.0,1,-22.228445180489917
303,27618084,0,2,0.964,189.2344,0.3973366,-63.89186,0.05638703,150.6657,1.75,-0.08748145,0.1679653,22.59,21.91961,0.7643222,"[0.0715, -0.3107, 0.0, 0.0]","[-0.1728, 0.4891, 0.0, 0.0]","[-2.2547, 1.8542, 0.0, 0.0]","[38.752, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1637.08691,6314.729,-22.6660805,22.2996941,0.963999987,1744.25,575.072,0.0,13190.9,0.0,0.0,0.0,1,-23.975372126861952
304,54325739,0,4,1.316,206.063,0.4053271,108.7874,0.08772925,21.16769,2.43,-0.03906537,0.001318169,23.33,21.25738,0.7279166,"[0.327, -0.3144, -0.2601, -0.3299]","[0.0676, 0.2543, -0.3111, -0.246]","[-2.8347, 6.746, 26.8331, -26.3837]","[12.447, 0.0, 2.537, 2.56]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1730.16272,9280.34375,-23.1535606,23.0002594,1.31599998,1674.88,506.641,0.0,19704.8,0.0,0.0,0.0,1,-24.45886013608495
305,10189962,0,2,0.638,152.4053,0.418438,22.23817,0.02007895,-2.633865,2.83,0.1982246,0.07244443,23.45,22.74713,0.929295,"[-0.2368, 0.6406, 0.0, 0.0]","[-0.0817, 0.2245, 0.0, 0.0]","[-3.4423, 1.9105, 0.0, 0.0]","[19.919, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1417.67444,3803.68286,-21.8538208,21.6852016,0.638000011,1615.41,1009.11,0.0,23696.3,0.0,0.0,0.0,1,-24.061402708344104
